3000.10,0.35,0.43
3300.10,0.35,0.43
3600.10,0.53,0.59
3900.10,0.53,0.59
4200.10,0.73,0.78
4500.10,1.00,1.08
4800.10,0.39,0.59
5100.10,0.00,0.57
5400.10,0.19,0.35
5700.10,0.52,0.61
6000.10,0.83,0.93
6300.10,1.00,1.08
6600.10,0.87,1.04
6900.10,0.47,0.64
7200.10,0.00,0.33
7500.10,0.11,0.15
7800.10,0.25,0.39
8100.10,0.39,0.50
8400.10,0.42,0.61
8700.10,0.65,0.89
9000.10,0.67,0.90
9300.10,0.71,0.94
9600.10,0.57,0.82
9900.10,0.76,0.85
10200.10,0.92,1.02
10500.10,0.73,0.84
10800.10,0.98,1.00
11100.10,0.73,0.92
11400.10,0.87,0.99
11700.10,0.84,0.98
12000.10,1.00,1.16
12300.10,0.81,1.02
12600.10,0.58,0.86
12900.10,1.00,1.08
13200.10,0.59,0.88
13500.10,0.95,0.99
13800.10,0.94,1.08
14100.10,0.72,0.92
14400.10,0.74,0.92
14700.10,0.92,1.00
15000.10,0.95,1.11
15300.10,1.00,1.04
15600.10,0.78,0.90
15900.10,0.76,1.02
16200.10,0.68,0.96
16500.10,0.64,0.95
16800.10,0.72,0.99
17100.10,0.00,0.82
17400.10,0.36,0.45
17700.10,0.46,0.58
18000.10,0.62,0.74
18300.10,0.97,1.08
18600.10,0.28,0.47
18900.10,1.00,1.10
19200.10,1.00,1.07
19500.10,1.00,1.16
19800.10,0.93,1.14
20100.10,0.58,0.73
20400.10,0.58,0.95
20700.10,0.65,0.89
21000.10,0.91,1.03
21300.10,0.78,0.90
21600.10,0.77,0.92
21900.10,0.70,0.91
22200.10,1.00,1.07
22500.10,0.72,0.87
22800.10,0.77,0.96
23100.10,0.67,0.96
23400.10,1.00,1.11
23700.10,0.64,0.85
24000.10,0.82,0.99
24300.10,0.79,1.00
24600.10,0.71,0.94
24900.10,0.73,0.92
25200.10,0.90,1.00
25500.10,0.70,0.91
25800.10,0.77,0.96
26100.10,1.00,1.05
26400.10,0.73,0.94
26700.10,0.76,0.94
27000.10,1.00,1.17
27300.10,0.77,1.00
27600.10,0.00,0.09
27900.10,0.04,0.05
28200.10,0.00,0.33
28500.10,0.07,0.15
28800.10,0.00,0.49
