3000.10,0.20,0.43
3300.10,0.39,0.49
3600.10,0.49,0.50
3900.10,0.46,0.51
4200.10,0.72,0.78
4500.10,0.83,0.99
4800.10,0.77,0.98
5100.10,0.90,1.02
5400.10,0.90,1.03
5700.10,0.51,0.87
6000.10,0.94,1.02
6300.10,0.80,0.96
6600.10,0.79,0.96
6900.10,0.91,1.03
7200.10,0.90,1.00
7500.10,0.00,0.30
7800.10,0.18,0.18
8100.10,0.15,0.22
8400.10,0.38,0.41
8700.10,0.35,0.41
9000.10,0.00,0.44
9300.10,0.12,0.22
9600.10,0.39,0.48
9900.10,0.79,0.88
10200.10,0.78,0.96
10500.10,0.94,1.02
10800.10,0.78,0.95
11100.10,0.86,1.02
11400.10,0.75,0.92
11700.10,0.88,1.03
12000.10,0.34,0.52
12300.10,0.00,0.28
12600.10,0.16,0.19
12900.10,0.33,0.41
13200.10,0.44,0.56
13500.10,0.57,0.65
13800.10,0.61,0.79
14100.10,0.61,0.90
14400.10,0.79,0.95
14700.10,0.89,1.05
15000.10,0.80,0.99
15300.10,0.72,0.95
15600.10,0.74,0.90
15900.10,0.91,1.01
16200.10,0.91,1.01
16500.10,0.77,0.95
16800.10,0.90,1.05
17100.10,0.82,0.97
17400.10,0.89,1.03
17700.10,0.55,0.78
18000.10,0.66,0.91
18300.10,0.77,0.94
18600.10,1.00,1.16
18900.10,0.65,0.79
19200.10,0.92,1.05
19500.10,0.89,1.00
19800.10,0.00,0.77
20100.10,0.32,0.49
20400.10,0.00,0.51
20700.10,0.42,0.43
21000.10,0.66,0.86
21300.10,0.86,0.99
21600.10,0.81,1.00
21900.10,0.84,0.95
22200.10,0.87,1.00
22500.10,0.62,0.87
22800.10,0.88,0.97
23100.10,0.84,0.94
23400.10,1.00,1.17
23700.10,1.00,1.09
24000.10,0.61,0.67
24300.10,0.58,0.85
24600.10,0.73,0.95
24900.10,0.91,1.06
25200.10,0.56,0.88
25500.10,0.78,0.95
25800.10,0.54,0.82
26100.10,0.97,0.91
26400.10,0.00,0.73
26700.10,0.35,0.43
27000.10,0.00,0.16
27300.10,0.07,0.09
27600.10,0.18,0.30
27900.10,0.39,0.49
28200.10,0.00,0.36
28500.10,0.18,0.22
28800.10,0.45,0.44
29100.10,0.67,0.92
29400.10,0.60,0.91
29700.10,0.85,0.94
30000.10,0.99,1.03
30300.10,0.79,0.98
30600.10,0.75,0.95
30900.10,0.69,0.91
31200.10,0.90,1.04
31500.10,0.71,0.89
31800.10,0.96,1.06
32100.10,1.00,1.10
32400.10,0.84,0.96
32700.10,0.89,1.06
33000.10,0.60,0.79
33300.10,0.80,0.98
33600.10,0.77,0.95
33900.10,0.67,0.93
34200.10,0.63,0.91
34500.10,0.82,0.96
34800.10,0.89,0.99
35100.10,0.80,0.95
35400.10,0.91,0.96
35700.10,1.00,1.07
36000.10,0.90,1.04
36300.10,0.81,1.02
36600.10,0.66,0.65
36900.10,0.89,1.08
37200.10,0.64,0.93
37500.10,0.00,0.41
37800.10,0.27,0.32
38100.10,0.76,0.97
38400.10,0.69,0.95
38700.10,0.84,1.05
39000.10,0.60,0.83
39300.10,0.88,0.91
39600.10,0.00,0.45
39900.10,0.23,0.31
40200.10,0.87,1.06
40500.10,0.46,0.67
40800.10,0.00,0.42
41100.10,0.18,0.22
41400.10,0.42,0.53
41700.10,0.00,0.68
42000.10,0.33,0.45
42300.10,0.52,0.60
42600.10,0.79,0.95
42900.10,0.98,1.07
43200.10,0.55,0.63
43500.10,0.49,0.69
43800.10,0.00,0.45
44100.10,0.18,0.24
44400.10,0.37,0.39
44700.10,0.00,0.57
45000.10,0.29,0.35
45300.10,0.46,0.55
45600.10,0.48,0.59
45900.10,0.69,0.81
46200.10,1.00,1.14
46500.10,0.72,0.83
46800.10,0.78,0.98
47100.10,0.84,0.99
47400.10,1.00,1.08
47700.10,0.73,0.88
48000.10,0.77,1.00
48300.10,0.72,0.94
48600.10,0.82,0.97
48900.10,0.82,0.96
49200.10,0.77,0.96
49500.10,0.98,1.08
49800.10,0.89,1.00
50100.10,0.00,0.30
50400.10,0.30,0.29
50700.10,0.12,0.28
51000.10,0.00,0.38
51300.10,0.05,0.19
51600.10,0.00,0.49
51900.10,0.31,0.34
52200.10,0.00,0.14
52500.10,0.06,0.07
52800.10,0.00,0.52
53100.10,0.31,0.40
53400.10,0.00,0.71
53700.10,0.35,0.42
54000.10,0.00,0.25
54300.10,0.09,0.13
54600.10,0.24,0.25
54900.10,0.55,0.57
55200.10,0.76,1.02
55500.10,0.71,0.93
55800.10,0.72,0.92
56100.10,0.84,1.00
56400.10,0.00,0.77
56700.10,0.23,0.41
57000.10,0.57,0.61
57300.10,0.44,0.84
57600.10,0.64,0.92
57900.10,0.97,1.03
58200.10,0.88,1.00
58500.10,0.82,0.95
58800.10,0.68,0.90
59100.10,0.73,0.90
59400.10,1.00,1.12
59700.10,0.64,0.79
60000.10,0.83,0.95
60300.10,0.87,1.01
60600.10,0.73,0.96
60900.10,0.96,1.09
61200.10,0.64,0.88
61500.10,0.78,0.99
61800.10,0.57,0.88
62100.10,0.69,0.88
