,jID,moment,cpu_rate,mem_usage,disk_io_time,disk_space
2011-05-01 00:10:00,5402488769,600000000.0,0.385820397666,0.970286818367,0.0147421956,0.0003843411
2011-05-01 00:11:00,5402488769,660000000.0,0.385820397666,0.970286818367,0.0147421956,0.0003843411
2011-05-01 00:12:00,5402488769,720000000.0,0.385820397666,0.970286818367,0.0147421956,0.0003843411
2011-05-01 00:13:00,5402488769,780000000.0,0.385820397666,0.970286818367,0.0147421956,0.0003843411
2011-05-01 00:14:00,5402488769,840000000.0,0.385820397666,0.970286818367,0.0147421956,0.0003843411
2011-05-01 00:15:00,5402488769,900000000.0,0.385954085067,0.970356797907,0.0143970004,0.0003852948
2011-05-01 00:16:00,5402488769,960000000.0,0.38666246925,0.970482047262,0.0154250784,0.0003852948
2011-05-01 00:17:00,5402488769,1020000000.0,0.38666246925,0.970482047262,0.0154250784,0.0003852948
2011-05-01 00:18:00,5402488769,1080000000.0,0.386666024269,0.970230656281,0.0154689514,0.0003852948
2011-05-01 00:19:00,5402488769,1140000000.0,0.38752963178,0.970549069561,0.0164301714,0.0003852948
2011-05-01 00:20:00,5402488769,1200000000.0,0.38535824528,0.970270528048,0.0145382094,0.0003852948
2011-05-01 00:21:00,5402488769,1260000000.0,0.38535824528,0.970270528048,0.0145382094,0.0003852948
2011-05-01 00:22:00,5402488769,1320000000.0,0.38535824528,0.970270528048,0.0145382094,0.0003852948
2011-05-01 00:23:00,5402488769,1380000000.0,0.38535824528,0.970270528048,0.0145382094,0.0003852948
2011-05-01 00:24:00,5402488769,1440000000.0,0.38535824528,0.970270528048,0.0145382094,0.0003852948
2011-05-01 00:25:00,5402488769,1500000000.0,0.385468600534,0.970303720529,0.0140909279,0.0003852948
2011-05-01 00:26:00,5402488769,1560000000.0,0.385468600534,0.970303720529,0.0140909279,0.0003852948
2011-05-01 00:27:00,5402488769,1620000000.0,0.385846966751,0.970408116236,0.0146011279,0.0003852948
2011-05-01 00:28:00,5402488769,1680000000.0,0.385846966751,0.970408116236,0.0146011279,0.0003852948
2011-05-01 00:29:00,5402488769,1740000000.0,0.385846966751,0.970408116236,0.0146011279,0.0003852948
2011-05-01 00:30:00,5402488769,1800000000.0,0.38241607467,0.969530503973,0.0146860783,0.0003852948
2011-05-01 00:31:00,5402488769,1860000000.0,0.383222689624,0.970102067283,0.0154117783,0.0003852948
2011-05-01 00:32:00,5402488769,1920000000.0,0.383222689624,0.970102067283,0.0154117783,0.0003852948
2011-05-01 00:33:00,5402488769,1980000000.0,0.383179861008,0.969866474087,0.0154108246,0.0003852948
2011-05-01 00:34:00,5402488769,2040000000.0,0.384236225356,0.970200752455,0.0168448246,0.0003852948
2011-05-01 00:35:00,5402488769,2100000000.0,0.389074904704,0.97003361735,0.0141041827,0.0003852948
2011-05-01 00:36:00,5402488769,2160000000.0,0.389460343536,0.970340558575,0.0146696827,0.0003852948
2011-05-01 00:37:00,5402488769,2220000000.0,0.419902021823,0.967269338079,0.0519235343,0.0003852948
2011-05-01 00:38:00,5402488769,2280000000.0,0.406458270867,0.972604887442,0.0395982163,0.0003843411
2011-05-01 00:39:00,5402488769,2340000000.0,0.406338709987,0.972370271155,0.0395972626,0.0003843411
2011-05-01 00:40:00,5402488769,2400000000.0,0.396738027423,0.970824653833,0.0142625805,0.0003852948
2011-05-01 00:41:00,5402488769,2460000000.0,0.401132928217,0.969674544555,0.0150503678,0.0003852948
2011-05-01 00:42:00,5402488769,2520000000.0,0.399566474867,0.971448453237,0.0180771908,0.0003852948
2011-05-01 00:43:00,5402488769,2580000000.0,0.399566474867,0.971448453237,0.0180771908,0.0003852948
2011-05-01 00:44:00,5402488769,2640000000.0,0.400715681326,0.971782417526,0.0192121908,0.0003852948
2011-05-01 00:45:00,5402488769,2700000000.0,0.393382969497,0.969954766087,0.014560154,0.0003852948
2011-05-01 00:46:00,5402488769,2760000000.0,0.393382969497,0.969954766087,0.014560154,0.0003852948
2011-05-01 00:47:00,5402488769,2820000000.0,0.393382969497,0.969954766087,0.014560154,0.0003852948
2011-05-01 00:48:00,5402488769,2880000000.0,0.393827234528,0.970007078661,0.015480447,0.0003852948
2011-05-01 00:49:00,5402488769,2940000000.0,0.393827234528,0.970007078661,0.015480447,0.0003852948
2011-05-01 00:50:00,5402488769,3000000000.0,0.39330075502,0.969994586867,0.0141881482,0.0003852948
2011-05-01 00:51:00,5402488769,3060000000.0,0.393780682498,0.970283937606,0.0145038482,0.0003852948
2011-05-01 00:52:00,5402488769,3120000000.0,0.393780682498,0.970283937606,0.0145038482,0.0003852948
2011-05-01 00:53:00,5402488769,3180000000.0,0.393766406293,0.970051750591,0.0145143372,0.0003852948
2011-05-01 00:54:00,5402488769,3240000000.0,0.394478289363,0.970330488659,0.0145162472,0.0003852948
2011-05-01 00:55:00,5402488769,3300000000.0,0.394712377966,0.970225098707,0.0145534989,0.0003862485
2011-05-01 00:56:00,5402488769,3360000000.0,0.396102446274,0.969996065488,0.0145859279,0.0003862485
2011-05-01 00:57:00,5402488769,3420000000.0,0.394837233952,0.969827706696,0.0150704329,0.0003862485
2011-05-01 00:58:00,5402488769,3480000000.0,0.395873989568,0.970434450977,0.0166583329,0.0003862485
2011-05-01 00:59:00,5402488769,3540000000.0,0.396593020096,0.970531351608,0.0178776109,0.0003862485
2011-05-01 01:00:00,5402488769,3600000000.0,0.399655743249,0.970157362591,0.0143531339,0.0003862485
2011-05-01 01:01:00,5402488769,3660000000.0,0.399655743249,0.970157362591,0.0143531339,0.0003862485
2011-05-01 01:02:00,5402488769,3720000000.0,0.399655743249,0.970157362591,0.0143531339,0.0003862485
2011-05-01 01:03:00,5402488769,3780000000.0,0.399655743249,0.970157362591,0.0143531339,0.0003862485
2011-05-01 01:04:00,5402488769,3840000000.0,0.399655743249,0.970157362591,0.0143531339,0.0003862485
2011-05-01 01:05:00,5402488769,3900000000.0,0.397250006198,0.969971005419,0.0145085769,0.0003862485
2011-05-01 01:06:00,5402488769,3960000000.0,0.39769251243,0.970267494326,0.0149691769,0.0003862485
2011-05-01 01:07:00,5402488769,4020000000.0,0.39769251243,0.970267494326,0.0149691769,0.0003862485
2011-05-01 01:08:00,5402488769,4080000000.0,0.399564267014,0.970100563169,0.0156796302,0.0003862485
2011-05-01 01:09:00,5402488769,4140000000.0,0.399282485033,0.970401640898,0.0166418622,0.0003862485
2011-05-01 01:10:00,5402488769,4200000000.0,0.393261836925,0.970160064898,0.0145858631,0.0003862485
2011-05-01 01:11:00,5402488769,4260000000.0,0.393668605867,0.97045961302,0.0149539631,0.0003862485
2011-05-01 01:12:00,5402488769,4320000000.0,0.393575819888,0.970216252477,0.0149434731,0.0003862485
2011-05-01 01:13:00,5402488769,4380000000.0,0.394187844363,0.97054486314,0.0155843731,0.0003862485
2011-05-01 01:14:00,5402488769,4440000000.0,0.394187844363,0.97054486314,0.0155843731,0.0003862485
2011-05-01 01:15:00,5402488769,4500000000.0,0.390740711462,0.969997697069,0.0148643374,0.0003862485
2011-05-01 01:16:00,5402488769,4560000000.0,0.390740711462,0.969997697069,0.0148643374,0.0003862485
2011-05-01 01:17:00,5402488769,4620000000.0,0.390740711462,0.969997697069,0.0148643374,0.0003862485
2011-05-01 01:18:00,5402488769,4680000000.0,0.391422339455,0.970320444237,0.0157388374,0.0003862485
2011-05-01 01:19:00,5402488769,4740000000.0,0.391331330985,0.970081927451,0.0157416984,0.0003862485
2011-05-01 01:20:00,5402488769,4800000000.0,0.388120082907,0.970209063322,0.0146764899,0.0003862485
2011-05-01 01:21:00,5402488769,4860000000.0,0.388120082907,0.970209063322,0.0146764899,0.0003862485
2011-05-01 01:22:00,5402488769,4920000000.0,0.388669613902,0.970280801911,0.0152449219,0.0003862485
2011-05-01 01:23:00,5402488769,4980000000.0,0.388669613902,0.970280801911,0.0152449219,0.0003862485
2011-05-01 01:24:00,5402488769,5040000000.0,0.388669613902,0.970280801911,0.0152449219,0.0003862485
2011-05-01 01:25:00,5402488769,5100000000.0,0.390670864707,0.970318124332,0.0141738967,0.0003862485
2011-05-01 01:26:00,5402488769,5160000000.0,0.390670864707,0.970318124332,0.0141738967,0.0003862485
2011-05-01 01:27:00,5402488769,5220000000.0,0.390670864707,0.970318124332,0.0141738967,0.0003862485
2011-05-01 01:28:00,5402488769,5280000000.0,0.391315108875,0.97039391638,0.015423943,0.0003852948
2011-05-01 01:29:00,5402488769,5340000000.0,0.391315108875,0.97039391638,0.015423943,0.0003852948
2011-05-01 01:30:00,5402488769,5400000000.0,0.390491953731,0.971267398704,0.0142367986,0.0003852948
2011-05-01 01:31:00,5402488769,5460000000.0,0.390491953731,0.971267398704,0.0142367986,0.0003852948
2011-05-01 01:32:00,5402488769,5520000000.0,0.390491953731,0.971267398704,0.0142367986,0.0003852948
2011-05-01 01:33:00,5402488769,5580000000.0,0.390491953731,0.971267398704,0.0142367986,0.0003852948
2011-05-01 01:34:00,5402488769,5639000000.0,0.390390242784,0.971029621229,0.0142358449,0.0003852948
2011-05-01 01:35:00,5402488769,5671000000.0,0.390390242784,0.971029621229,0.0142358449,0.0003852948
2011-05-01 01:36:00,5402488769,5703000000.0,0.389364563858,0.969802034785,0.0145391067,0.0003852948
2011-05-01 01:37:00,5402488769,5763000000.0,0.389364563858,0.969802034785,0.0145391067,0.0003852948
2011-05-01 01:38:00,5402488769,5823000000.0,0.389364563858,0.969802034785,0.0145391067,0.0003852948
2011-05-01 01:39:00,5402488769,5883000000.0,0.389364563858,0.969802034785,0.0145391067,0.0003852948
2011-05-01 01:40:00,5402488769,5943000000.0,0.389364563858,0.969802034785,0.0145391067,0.0003852948
2011-05-01 01:41:00,5402488769,6003000000.0,0.388694929374,0.96953409855,0.0146126566,0.0003852948
2011-05-01 01:42:00,5402488769,6063000000.0,0.38949078572,0.970110760552,0.0154614566,0.0003852948
2011-05-01 01:43:00,5402488769,6123000000.0,0.390172357581,0.969865691948,0.0154786229,0.0003852948
2011-05-01 01:44:00,5402488769,6183000000.0,0.389908350691,0.970190988461,0.0161471029,0.0003852948
2011-05-01 01:45:00,5402488769,6243000000.0,0.389908350691,0.970190988461,0.0161471029,0.0003852948
2011-05-01 01:46:00,5402488769,6303000000.0,0.388450793167,0.969987780114,0.0146507119,0.0003852948
2011-05-01 01:47:00,5402488769,6363000000.0,0.388450793167,0.969987780114,0.0146507119,0.0003852948
2011-05-01 01:48:00,5402488769,6423000000.0,0.388978919209,0.970006696259,0.0153164049,0.0003852948
2011-05-01 01:49:00,5402488769,6483000000.0,0.390252906812,0.970189331387,0.0176928689,0.0003852948
2011-05-01 01:50:00,5402488769,6543000000.0,0.391043468051,0.970264078203,0.0187399619,0.0003852948
2011-05-01 01:51:00,5402488769,6603000000.0,0.391882452383,0.969770779807,0.0147556229,0.0003862485
2011-05-01 01:52:00,5402488769,6663000000.0,0.391377602355,0.970108916865,0.0155138509,0.0003862485
2011-05-01 01:53:00,5402488769,6723000000.0,0.392894173185,0.970203222771,0.0159916559,0.0003862485
2011-05-01 01:54:00,5402488769,6783000000.0,0.392285703728,0.970540886161,0.0168260759,0.0003862485
2011-05-01 01:55:00,5402488769,6843000000.0,0.392285703728,0.970540886161,0.0168260759,0.0003862485
2011-05-01 01:56:00,5402488769,6903000000.0,0.392404740711,0.970372170461,0.0147451554,0.0003872022
2011-05-01 01:57:00,5402488769,6963000000.0,0.392404740711,0.970372170461,0.0147451554,0.0003872022
2011-05-01 01:58:00,5402488769,7023000000.0,0.392941773009,0.97045497321,0.0154117944,0.0003872022
2011-05-01 01:59:00,5402488769,7083000000.0,0.392941773009,0.97045497321,0.0154117944,0.0003872022
2011-05-01 02:00:00,5402488769,7143000000.0,0.394214057946,0.970332353505,0.0171330264,0.0003872022
2011-05-01 02:01:00,5402488769,7203000000.0,0.390221098753,0.970547973342,0.0142997458,0.0003872022
2011-05-01 02:02:00,5402488769,7263000000.0,0.391359565315,0.970690787689,0.0155947558,0.0003872022
2011-05-01 02:03:00,5402488769,7323000000.0,0.391359565315,0.970690787689,0.0155947558,0.0003872022
2011-05-01 02:04:00,5402488769,7383000000.0,0.391359565315,0.970690787689,0.0155947558,0.0003872022
2011-05-01 02:05:00,5402488769,7443000000.0,0.391359565315,0.970690787689,0.0155947558,0.0003872022
2011-05-01 02:06:00,5402488769,7503000000.0,0.38926431234,0.970315294559,0.0147184653,0.0003872022
2011-05-01 02:07:00,5402488769,7563000000.0,0.38926431234,0.970315294559,0.0147184653,0.0003872022
2011-05-01 02:08:00,5402488769,7623000000.0,0.390738166817,0.970486814538,0.0158494843,0.0003872022
2011-05-01 02:09:00,5402488769,7683000000.0,0.390738166817,0.970486814538,0.0158494843,0.0003872022
2011-05-01 02:10:00,5402488769,7743000000.0,0.390738166817,0.970486814538,0.0158494843,0.0003872022
2011-05-01 02:11:00,5402488769,7803000000.0,0.387287422766,0.970074432375,0.0142969009,0.0003872022
2011-05-01 02:12:00,5402488769,7863000000.0,0.38763356929,0.970363273245,0.0147489009,0.0003872022
2011-05-01 02:13:00,5402488769,7923000000.0,0.388026080737,0.970435700157,0.0154355939,0.0003872022
2011-05-01 02:14:00,5402488769,7983000000.0,0.388026080737,0.970435700157,0.0154355939,0.0003872022
2011-05-01 02:15:00,5402488769,8043000000.0,0.388026080737,0.970435700157,0.0154355939,0.0003872022
2011-05-01 02:16:00,5402488769,8103000000.0,0.385852916729,0.970311980409,0.0147374706,0.0003872022
2011-05-01 02:17:00,5402488769,8163000000.0,0.386384579079,0.970184156215,0.0156473416,0.0003872022
2011-05-01 02:18:00,5402488769,8223000000.0,0.38683247397,0.970479880318,0.0161680806,0.0003872022
2011-05-01 02:19:00,5402488769,8283000000.0,0.38683247397,0.970479880318,0.0161680806,0.0003872022
2011-05-01 02:20:00,5402488769,8343000000.0,0.38683247397,0.970479880318,0.0161680806,0.0003872022
2011-05-01 02:21:00,5402488769,8403000000.0,0.390510589511,0.971505940983,0.0145562745,0.0003872022
2011-05-01 02:22:00,5402488769,8463000000.0,0.390915580944,0.971527355487,0.0150636475,0.0003872022
2011-05-01 02:23:00,5402488769,8523000000.0,0.390915580944,0.971527355487,0.0150159675,0.0003872022
2011-05-01 02:24:00,5402488769,8583000000.0,0.390915580944,0.971527355487,0.0150159675,0.0003872022
2011-05-01 02:25:00,5402488769,8643000000.0,0.394614633672,0.971826776141,0.0212373845,0.0003872022
2011-05-01 02:26:00,5402488769,8703000000.0,0.387757845247,0.970500631992,0.0147555996,0.0003872022
2011-05-01 02:27:00,5402488769,8763000000.0,0.387757845247,0.970500631992,0.0147555996,0.0003872022
2011-05-01 02:28:00,5402488769,8823000000.0,0.387757845247,0.970500631992,0.0147555996,0.0003872022
2011-05-01 02:29:00,5402488769,8883000000.0,0.387757845247,0.970500631992,0.0147555996,0.0003872022
2011-05-01 02:30:00,5402488769,8943000000.0,0.387757845247,0.970500631992,0.0147555996,0.0003872022
2011-05-01 02:31:00,5402488769,9003000000.0,0.387135267981,0.970426649979,0.0148852622,0.0003872022
2011-05-01 02:32:00,5402488769,9063000000.0,0.387135267981,0.970426649979,0.0148852622,0.0003872022
2011-05-01 02:33:00,5402488769,9123000000.0,0.387135267981,0.970426649979,0.0148852622,0.0003872022
2011-05-01 02:34:00,5402488769,9183000000.0,0.387749163518,0.970506138579,0.0157082552,0.0003872022
2011-05-01 02:35:00,5402488769,9243000000.0,0.387749163518,0.970506138579,0.0157082552,0.0003872022
2011-05-01 02:36:00,5402488769,9303000000.0,0.386877416886,0.9704390398,0.0149739921,0.0003872022
2011-05-01 02:37:00,5402488769,9363000000.0,0.386877416886,0.9704390398,0.0149739921,0.0003872022
2011-05-01 02:38:00,5402488769,9423000000.0,0.38743413276,0.97050777016,0.0158208921,0.0003872022
2011-05-01 02:39:00,5402488769,9483000000.0,0.38743413276,0.97050777016,0.0158208921,0.0003872022
2011-05-01 02:40:00,5402488769,9543000000.0,0.387339569272,0.970279476251,0.0158170771,0.0003872022
2011-05-01 02:41:00,5402488769,9603000000.0,0.386670103184,0.970393865394,0.0153812578,0.0003872022
2011-05-01 02:42:00,5402488769,9663000000.0,0.386670103184,0.970393865394,0.0153812578,0.0003872022
2011-05-01 02:43:00,5402488769,9723000000.0,0.387833492296,0.970161450977,0.0153803041,0.0003872022
2011-05-01 02:44:00,5402488769,9783000000.0,0.387155419321,0.970490179675,0.0161118211,0.0003872022
2011-05-01 02:45:00,5402488769,9843000000.0,0.387155419321,0.970490179675,0.0161118211,0.0003872022
2011-05-01 02:46:00,5402488769,9903000000.0,0.389122261291,0.970406612122,0.0149491958,0.0003872022
2011-05-01 02:47:00,5402488769,9963000000.0,0.389122261291,0.970406612122,0.0149491958,0.0003872022
2011-05-01 02:48:00,5402488769,10023000000.0,0.389122261291,0.970406612122,0.0149491958,0.0003872022
2011-05-01 02:49:00,5402488769,10083000000.0,0.389122261291,0.970406612122,0.0149491958,0.0003872022
2011-05-01 02:50:00,5402488769,10143000000.0,0.389122261291,0.970406612122,0.0149491958,0.0003872022
2011-05-01 02:51:00,5402488769,10203000000.0,0.385589059525,0.970630903558,0.0152609851,0.0003872022
2011-05-01 02:52:00,5402488769,10263000000.0,0.38580668278,0.970690099366,0.0157530851,0.0003872022
2011-05-01 02:53:00,5402488769,10323000000.0,0.386145775399,0.970752124947,0.0169402241,0.0003872022
2011-05-01 02:54:00,5402488769,10383000000.0,0.386145775399,0.970752124947,0.0169402241,0.0003872022
2011-05-01 02:55:00,5402488769,10443000000.0,0.386145775399,0.970752124947,0.0169402241,0.0003872022
2011-05-01 02:56:00,5402488769,10503000000.0,0.391491961683,0.970446942771,0.0146821933,0.0003881559
2011-05-01 02:57:00,5402488769,10563000000.0,0.391491961683,0.970446942771,0.0146821933,0.0003881559
2011-05-01 02:58:00,5402488769,10623000000.0,0.391491961683,0.970446942771,0.0146821933,0.0003881559
2011-05-01 02:59:00,5402488769,10683000000.0,0.391491961683,0.970446942771,0.0146821933,0.0003881559
2011-05-01 03:00:00,5402488769,10743000000.0,0.391491961683,0.970446942771,0.0146821933,0.0003881559
